user_id,name,email,signup_date,is_active,unsubscribe_date
U00089,Rafaela Martins,lsiqueira@example.com,2024-10-26,True,
U00090,Caio da Mota,wda-cruz@example.com,2024-03-12,True,
U00091,Maria Helena Fernandes,monteiroaylla@example.org,2024-09-20,True,
U00092,Luiz Gustavo da Luz,alana94@example.net,2024-07-18,True,
U00093,Esther Barros,joanamendonca@example.net,2023-07-13,True,
U00094,Renan Ramos,ymachado@example.org,2025-02-13,True,
U00095,Henry Guerra,ana-lauraribeiro@example.net,2023-09-15,True,
U00096,Vitória Ferreira,jsouza@example.com,2024-04-17,True,
U00097,Leandro da Cunha,isaquesilveira@example.org,2024-04-03,False,2025-03-22
U00098,Vitor Gabriel Teixeira,matheuscunha@example.net,2024-03-06,True,
U00099,Dra. Valentina Peixoto,guilherme34@example.org,2024-07-15,False,2024-10-31
U00100,Anthony Gabriel Santos,yanaparecida@example.org,2024-04-10,False,2024-08-28
U00101,Davi Lucas Porto,acaldeira@example.net,2024-09-07,True,
U00102,Pietra Macedo,leo04@example.com,2024-02-11,True,
U00103,Murilo Mendonça,oliveiracaue@example.org,2023-10-02,True,
U00104,Liz Barros,isaacnovais@example.com,2023-10-29,True,
U00105,Heloisa Vasconcelos,cmachado@example.com,2024-10-18,True,
U00106,Mariane das Neves,pimentagael-henrique@example.org,2025-05-03,True,
U00107,João Ribeiro,castrorhavi@example.org,2024-11-02,True,
U00108,Emanuel Abreu,smachado@example.net,2024-09-06,True,
U00109,Arthur Gabriel da Conceição,alexia71@example.net,2024-07-04,True,
U00110,Fernanda Lima,nogueirarael@example.net,2024-01-02,False,2024-07-26
U00111,Brayan Araújo,ana-lizpeixoto@example.net,2023-10-29,False,2024-05-22
U00112,Laura Macedo,martinsana-julia@example.net,2025-04-05,True,
U00113,Theodoro Nogueira,fmacedo@example.net,2024-05-13,True,
U00114,Luna Pereira,benjamim13@example.net,2023-08-05,True,
U00115,Alícia Teixeira,bruno27@example.net,2025-04-14,False,2025-06-09
U00116,Fernando Pacheco,fporto@example.org,2024-11-22,False,2025-05-13
U00117,Dr. Lucas Gabriel Duarte,castrobella@example.com,2024-07-04,True,
U00118,Laura Ribeiro,jteixeira@example.org,2024-12-25,True,
U00119,Levi da Cunha,igor68@example.org,2024-06-22,True,
U00120,Nicole Jesus,correiarafaela@example.com,2024-11-27,True,
U00121,Melina Teixeira,costelavitor@example.net,2024-10-31,True,
U00122,Pedro Lucas Sampaio,bcampos@example.net,2023-10-15,True,
U00123,Emanuel das Neves,novaesjoana@example.org,2024-10-20,True,
U00124,Ravi Campos,melinasilva@example.com,2023-12-27,True,
U00125,Sra. Maria Vitória Mendes,dda-cruz@example.net,2024-08-03,True,
U00126,Esther Peixoto,davi-miguelda-mota@example.com,2023-10-26,True,
U00127,Juliana Abreu,ana-cecilia99@example.net,2024-03-25,True,
U00128,Pietro Nascimento,vferreira@example.net,2024-07-20,False,2025-06-21
U00129,Mirella Duarte,rhavioliveira@example.com,2025-02-17,False,2025-06-02
U00130,Liam Souza,zsantos@example.com,2024-01-03,False,2024-11-17
U00131,Clarice Monteiro,cardosomilena@example.net,2024-04-30,True,
U00132,Pedro Lucas Brito,ualbuquerque@example.org,2024-03-19,True,
U00133,Ravy Viana,camila96@example.net,2024-05-19,False,2024-09-16
U00134,Dr. Liam Pires,cnogueira@example.net,2023-09-06,False,2025-06-28
U00135,João Pedro da Conceição,lopesgael-henrique@example.net,2023-08-27,True,
U00136,Pedro Miguel Cavalcante,benjamin05@example.org,2025-01-02,True,
U00137,Dr. Pedro Casa Grande,sofiajesus@example.net,2024-02-18,True,
U00138,Enzo Gabriel Cavalcanti,pimentagiovanna@example.net,2024-12-16,True,
U00139,Theo Pacheco,ravimartins@example.net,2024-12-17,True,
U00140,Jade Rios,martinsalicia@example.net,2024-01-18,True,
U00141,Brayan Macedo,ana-clara64@example.com,2024-09-02,True,
U00142,Gael Henrique Gomes,pcaldeira@example.com,2025-04-22,True,
U00143,Dr. Juan Almeida,ada-mota@example.net,2024-09-21,True,
U00144,Sara da Paz,claricecamara@example.net,2025-05-07,False,2025-05-12
U00145,Isis Rocha,gaelpires@example.net,2023-11-30,True,
U00146,Pedro Lucas Andrade,joao14@example.com,2023-08-05,True,
U00147,Emanuella Costa,valentinafonseca@example.net,2025-02-05,True,
U00148,Enzo da Cunha,vda-rocha@example.com,2024-07-29,True,
U00149,Ravi Lucca Barbosa,raelrocha@example.net,2025-03-21,True,
U00150,Maria Clara Borges,qalbuquerque@example.net,2024-12-10,True,
U00151,Dr. Mateus Porto,henrique37@example.org,2023-10-09,False,2024-09-26
U00152,Lunna Pimenta,davi-lucasporto@example.com,2024-10-28,True,
U00153,Sra. Maria Luísa Camargo,calebandrade@example.com,2025-06-11,True,
U00154,Calebe da Costa,hellenamarques@example.com,2024-07-22,True,
U00155,Dra. Ágatha Leão,kamillyrezende@example.org,2024-12-07,True,
U00156,Maria Luísa da Mota,salesester@example.org,2025-04-13,True,
U00157,Isabela Fonseca,rodriguesemilly@example.net,2024-06-14,True,
U00158,Maria Alice Araújo,mda-mota@example.org,2025-06-05,True,
U00159,Ayla Ribeiro,asafearagao@example.com,2025-04-24,True,
U00160,Gustavo Azevedo,pedroda-conceicao@example.com,2024-01-10,True,
U00161,Alexandre da Mota,jose-pedronogueira@example.com,2025-02-26,True,
U00162,Daniel Ribeiro,cardosoarthur@example.com,2025-03-16,True,
U00163,Lorenzo Almeida,viniciusaragao@example.org,2025-03-10,True,
U00164,Bruna Souza,melomanuela@example.com,2025-01-31,False,2025-04-23
U00165,Rael Montenegro,caiosiqueira@example.net,2024-08-07,False,2025-03-25
U00166,Raul Ramos,araujomaria-luiza@example.com,2024-08-13,True,
U00167,Bianca Mendonça,fbarbosa@example.com,2024-05-31,True,
U00168,Benício Cardoso,agatha56@example.net,2024-10-20,True,
U00169,Rafael Montenegro,ybrito@example.net,2024-08-20,True,
U00170,Helena Lopes,ada-conceicao@example.com,2023-10-02,True,
U00171,Maria Vitória Siqueira,diasleticia@example.com,2025-04-08,False,2025-05-22
U00172,Marcelo Cassiano,fazevedo@example.org,2024-12-03,True,
U00173,Aylla Souza,jose-pedro80@example.net,2023-09-16,True,
U00174,Luísa Rios,jesusdaniela@example.net,2024-09-13,True,
U00175,Srta. Laura Peixoto,clarice19@example.net,2025-02-07,False,2025-04-30
U00176,Rodrigo Câmara,ferreiraemilly@example.org,2023-12-17,True,
U00177,Henry Gabriel Lima,pereiravitor@example.org,2025-02-17,True,
U00178,Leonardo Fernandes,anthony-gabriel22@example.net,2023-11-22,True,
U00179,Ana Lívia Casa Grande,borgessofia@example.org,2024-11-27,True,
U00180,Mirella Fernandes,esterdas-neves@example.net,2024-04-22,True,
U00181,Antonella Aragão,levisa@example.net,2024-03-13,True,
U00182,Anna Liz da Mata,bribeiro@example.com,2023-08-13,True,
U00183,Júlia Cunha,ferreiralorena@example.org,2024-10-19,False,2025-04-08
U00184,Raquel Moura,caleb36@example.net,2024-02-10,True,
U00185,Gustavo da Rosa,joao-guilhermeteixeira@example.com,2023-08-17,True,
U00186,Sr. André Monteiro,icavalcanti@example.com,2024-02-15,True,
U00187,Theodoro Novais,diego60@example.com,2024-08-22,False,2025-05-22
U00188,Ana Vitória Dias,zoliveira@example.net,2023-07-20,True,
U00189,Lavínia Camargo,ualmeida@example.org,2024-11-13,True,
U00190,Natália Sales,felipe61@example.org,2025-03-19,True,
U00191,Maria Liz Moura,goncalvesana-luiza@example.net,2024-06-08,True,
U00192,Lucas Gabriel Vasconcelos,eduardomoraes@example.net,2024-03-25,True,
U00193,Sophia Correia,clara23@example.org,2023-10-02,True,
U00194,Erick Pereira,domcavalcanti@example.net,2023-10-27,False,2024-05-13
U00195,Melissa Rodrigues,ana-vitoria27@example.org,2024-07-23,True,
U00196,Liz Vieira,daniel58@example.org,2024-07-03,False,2024-12-22
U00197,Milena Andrade,freitasallana@example.org,2024-03-02,True,
U00198,Thiago Gomes,jpacheco@example.net,2024-11-17,True,
U00199,Esther Duarte,jmontenegro@example.org,2025-05-31,False,2025-06-02
U00200,Sr. Thiago Ramos,brunoda-cruz@example.net,2024-06-19,False,2024-07-29
U00201,Stephany Pimenta,emanuellafreitas@example.com,2024-06-09,False,2025-05-17
U00202,Sr. Lucas Gabriel Azevedo,gabriel86@example.com,2024-05-01,False,2025-03-15
U00203,Clarice Farias,pachecojoao-miguel@example.com,2024-01-17,False,2025-06-10
U00204,Maria Júlia Cardoso,das-nevesfernanda@example.net,2024-03-02,True,
U00205,Sr. Vinicius Borges,xmoraes@example.org,2025-03-11,True,
U00206,Fernando Cunha,maria-vitoria33@example.org,2024-04-12,True,
U00207,Juan Viana,montenegrovalentina@example.net,2023-11-03,True,
U00208,Ana Carolina Ribeiro,joao96@example.org,2025-05-22,True,
U00209,Enzo Silveira,aaparecida@example.com,2023-11-08,True,
U00210,Larissa Sá,ida-conceicao@example.org,2024-12-12,False,2025-03-14
U00211,Evelyn Freitas,xmartins@example.com,2024-03-02,True,
U00212,Sarah Moura,mcastro@example.net,2025-03-01,True,
U00213,Benjamim Ramos,jfreitas@example.org,2023-10-21,True,
U00214,Camila da Paz,teixeiralorenzo@example.com,2025-01-08,True,
U00215,Clara Lopes,camaramanuella@example.com,2024-06-18,False,2025-06-05
U00216,Ana Júlia Gonçalves,ravy61@example.com,2025-06-27,False,2025-06-27
U00217,Liam Brito,joao-vitor20@example.com,2023-12-27,True,
U00218,Cecilia Teixeira,nmachado@example.org,2025-06-17,True,
U00219,Antony da Cunha,kaiquenovaes@example.net,2025-06-08,True,
U00220,Mariana Camargo,renan41@example.org,2024-10-20,True,
U00221,Natália Azevedo,monteirostella@example.org,2024-01-06,False,2024-11-27
U00222,Isabella Silva,analima@example.org,2024-11-07,True,
U00223,Sr. Oliver Cirino,mouraeloah@example.org,2024-10-25,True,
U00224,Sofia Viana,gomesmaria-isis@example.org,2024-08-17,True,
U00225,Maria Fernanda da Cunha,fogacadavi-luiz@example.com,2024-11-10,True,
U00226,Dra. Bella Vargas,joao-felipe05@example.net,2024-01-08,True,
U00227,Emanuella Vasconcelos,esampaio@example.net,2024-03-24,True,
U00228,Raul Andrade,nathan03@example.org,2023-11-24,False,2024-03-08
U00229,Théo Gonçalves,cda-cunha@example.net,2024-03-06,True,
U00230,Sr. Lucas da Mata,freitasluiza@example.com,2023-12-01,False,2024-07-10
U00231,Maria Isis Fernandes,maysasales@example.com,2025-02-02,True,
U00232,Juliana Barros,bbarros@example.net,2024-04-16,True,
U00233,Yago da Rocha,gustavo15@example.net,2025-04-04,True,
U00234,Pietro Pereira,scavalcante@example.com,2024-02-20,True,
U00235,Ana Cecília Siqueira,luara40@example.org,2024-04-03,True,
U00236,Maria Luiza Fonseca,bentocasa-grande@example.net,2024-12-08,True,
U00237,Davi Lucas Azevedo,emanuellyfonseca@example.com,2024-12-13,False,2025-06-01
U00238,Eduardo Rocha,xfreitas@example.com,2024-09-18,True,
U00239,Davi Miguel Moura,isabella54@example.org,2025-02-17,True,
U00240,Francisco Monteiro,hnovais@example.com,2023-10-01,True,
U00241,Pietro Cunha,mariane31@example.org,2025-02-26,True,
U00242,Rael Cavalcanti,zborges@example.net,2025-04-28,True,
U00243,Dr. Benício Novaes,ana-clara22@example.com,2025-04-22,True,
U00244,Guilherme Vieira,renanvieira@example.com,2024-08-03,False,2024-10-29
U00245,Dr. Ravi Lucca Novaes,erickazevedo@example.com,2023-07-26,True,
U00246,Dra. Pietra Moura,avargas@example.net,2024-05-09,True,
U00247,Liam Ramos,machadomaria-flor@example.net,2023-08-31,True,
U00248,Sr. Yuri Porto,jose-pedrolopes@example.net,2024-08-10,True,
U00249,Davi Moreira,ana-juliacavalcante@example.org,2025-06-12,True,
U00250,Srta. Manuella Moreira,emanuel43@example.net,2024-03-12,True,
U00251,Davi Lucas Pires,sophie18@example.net,2024-09-05,True,
U00252,Daniela Cavalcante,bryan01@example.org,2023-11-13,True,
U00253,Julia Rezende,larapinto@example.net,2024-11-14,True,
U00254,Ísis da Rocha,maria-sophia36@example.com,2023-07-29,True,
U00255,Srta. Eduarda Macedo,dmendes@example.org,2024-06-21,False,2024-07-20
U00256,Dr. Luiz Felipe Guerra,estermoraes@example.net,2024-03-25,False,2024-07-15
U00257,Sr. Ravi Lucca Campos,manuella32@example.org,2023-09-26,True,
U00258,Matheus Pimenta,kda-cruz@example.com,2023-08-13,True,
U00259,Luara Correia,melinamoraes@example.com,2025-06-29,True,
U00260,Theo Almeida,goncalvesmirella@example.com,2024-07-27,False,2025-07-03
U00261,Maria Aragão,da-pazmaya@example.net,2024-01-08,False,2024-06-23
U00262,Olivia da Paz,caldeiralorena@example.org,2025-05-21,False,2025-06-30
U00263,Luiz Otávio Teixeira,cfonseca@example.com,2025-05-21,True,
U00264,Evelyn Fonseca,diogo68@example.com,2023-08-14,True,
U00265,Dante Cardoso,goncalvesevelyn@example.com,2025-02-18,False,2025-06-05
U00266,Sr. Gael Henrique Pereira,cmontenegro@example.org,2024-09-10,True,
U00267,Lucas Gabriel Melo,mcassiano@example.net,2023-08-04,True,
U00268,Luiza Castro,vpimenta@example.com,2023-10-22,False,2024-07-02
U00269,Dr. Kaique Melo,freitasbianca@example.net,2024-10-08,True,
U00270,Lorena Vieira,peixotomaria-julia@example.com,2023-09-28,True,
U00271,Srta. Pietra Cavalcante,rcasa-grande@example.org,2024-11-25,False,2025-02-22
U00272,Brenda Correia,macedoana-sophia@example.com,2023-07-30,True,
U00273,Gabrielly Jesus,usousa@example.org,2023-10-31,True,
U00274,Giovanna Novais,maria-liz86@example.com,2025-01-03,False,2025-01-30
U00275,Yasmin Fernandes,vinicius97@example.org,2023-11-17,True,
U00276,Kaique Câmara,alicia37@example.com,2024-01-13,True,
U00277,Dr. João Pedro Campos,wgoncalves@example.org,2024-07-12,True,
U00278,João Pedro Silva,ferreiraluisa@example.net,2024-02-16,True,
U00279,Sra. Hadassa Costa,yago21@example.net,2024-01-20,True,
U00280,Isabella da Cruz,riossofia@example.org,2025-01-31,True,
U00281,Benjamim Brito,tfarias@example.com,2024-11-12,True,
U00282,Cecilia Abreu,joanarezende@example.com,2023-09-21,True,
U00283,Gabriela Sá,aurora40@example.org,2024-07-10,True,
U00284,Isabel Nascimento,cavalcantilara@example.org,2024-11-23,True,
U00285,Miguel Viana,vcirino@example.com,2025-06-30,True,
U00286,Kaique Nunes,fariasalice@example.com,2025-05-16,False,2025-05-20
U00287,Sabrina Carvalho,mda-mata@example.org,2024-11-14,False,2025-06-13
U00288,Raul Ramos,marcelo05@example.com,2024-03-18,True,
U00289,Evelyn Cavalcanti,glima@example.com,2024-09-18,True,
U00290,Aylla Cirino,maria-lizduarte@example.org,2023-09-11,True,
U00291,Matheus da Costa,rsa@example.com,2023-07-10,True,
U00292,Alexia da Luz,ravy01@example.com,2024-02-25,True,
U00293,Nathan Rodrigues,isaac45@example.net,2024-02-28,True,
U00294,Davi Luiz Mendes,mariasouza@example.net,2023-12-24,True,
U00295,Olivia Sá,thalesrodrigues@example.net,2024-04-20,True,
U00296,Vinicius Machado,eduardo91@example.org,2025-05-13,True,
U00297,Sofia Costa,lucasduarte@example.net,2025-04-09,True,
U00298,Gustavo Silva,gborges@example.com,2024-06-12,True,
U00299,Rafael Cardoso,kmarques@example.org,2025-03-24,True,
U00300,Lorena Silveira,goncalvesthomas@example.org,2024-09-11,False,2025-03-10
U00301,Ana Sophia Aparecida,sferreira@example.org,2025-02-03,False,2025-03-18
U00302,Bernardo Melo,da-pazjulia@example.org,2024-08-29,True,
U00303,Mariah Freitas,ymachado@example.com,2025-02-21,False,2025-03-20
U00304,Ágatha Carvalho,isaac28@example.com,2023-09-06,True,
U00305,Henry Gabriel Abreu,da-rosamaria-fernanda@example.net,2024-08-19,True,
U00306,Mariana Nascimento,pda-conceicao@example.com,2025-01-14,True,
U00307,João Guilherme Correia,andradelarissa@example.net,2024-03-30,True,
U00308,Gustavo Azevedo,peixotobernardo@example.com,2025-02-19,False,2025-02-22
U00309,Ana Julia da Cruz,guerraluna@example.org,2024-10-12,True,
U00310,Davi Miguel Montenegro,ravi-lucca95@example.net,2024-08-27,False,2024-11-20
U00311,Sr. Kevin Casa Grande,juliada-rosa@example.com,2024-10-12,False,2025-06-30
U00312,Emanuella Pires,fnovais@example.org,2023-08-22,True,
U00313,Maria Helena Viana,lara62@example.com,2024-03-29,True,
U00314,Vitor Gabriel Melo,raelda-rosa@example.net,2024-04-23,True,
U00315,Ana Laura Novais,jleao@example.net,2023-10-25,True,
U00316,José Miguel Costela,emanuel75@example.org,2023-10-17,False,2024-08-14
U00317,Srta. Ana Júlia da Mata,mrocha@example.net,2024-08-24,True,
U00318,Gabriel Teixeira,maria-luizacostela@example.com,2023-08-05,True,
U00319,Heitor Correia,souzamaria-luiza@example.org,2024-02-26,True,
U00320,Srta. Maria Laura da Costa,alexia67@example.net,2024-12-26,False,2025-04-23
U00321,José Pedro Fonseca,gmartins@example.net,2024-11-20,False,2025-04-09
U00322,Sr. Léo Dias,kaparecida@example.org,2024-07-04,False,2025-04-26
U00323,José Pedro Novaes,jda-rocha@example.org,2025-01-31,False,2025-02-28
U00324,Isabelly Monteiro,theo77@example.com,2024-03-17,False,2024-09-12
U00325,Sra. Eloá Carvalho,icirino@example.net,2023-11-13,True,
U00326,Ana Beatriz Barbosa,teixeiraanthony-gabriel@example.com,2023-08-20,True,
U00327,Isabel Azevedo,antonycunha@example.net,2023-10-20,True,
U00328,Rodrigo Ribeiro,aalmeida@example.net,2024-06-23,False,2024-11-15
U00329,Antony Moura,stella40@example.net,2024-09-06,False,2025-02-12
U00330,Cauê Brito,rodrigocorreia@example.net,2025-03-28,False,2025-06-19
U00331,Dr. Miguel Barros,jade79@example.org,2024-08-17,False,2024-11-23
U00332,Kaique Rodrigues,rezendebenicio@example.org,2024-12-28,True,
U00333,Maria Flor Novaes,oaraujo@example.org,2024-05-15,True,
U00334,Bryan Monteiro,yramos@example.com,2025-01-01,True,
U00335,Ana Cecília da Conceição,maria-laurada-mata@example.org,2024-09-17,False,2024-10-24
U00336,Lara Nogueira,cavalcantiana-vitoria@example.org,2025-06-22,False,2025-06-24
U00337,Cecília Sá,tbarbosa@example.org,2023-12-13,True,
U00338,Maria Julia Rocha,hadassa21@example.net,2024-09-15,False,2024-12-18
U00339,Sr. Carlos Eduardo Lopes,domfernandes@example.net,2025-02-03,True,
U00340,Maria Laura Vasconcelos,bento47@example.com,2025-02-21,True,
U00341,Dr. Pedro Cirino,xbarros@example.net,2023-12-29,True,
U00342,Brayan Barros,leandro62@example.net,2024-02-20,True,
U00343,Dr. Cauê Borges,das-neveslivia@example.com,2024-05-03,True,
U00344,Cauã Cardoso,cirinolorena@example.com,2025-02-16,True,
U00345,Sophie Jesus,alvesfelipe@example.com,2024-09-10,True,
U00346,Lunna Gomes,da-rochajulia@example.com,2024-09-08,False,2024-10-14
U00347,Dra. Isabelly Oliveira,gabriellycavalcante@example.org,2025-03-01,False,2025-03-18
U00348,João Felipe Monteiro,davi-lucascavalcante@example.com,2024-01-30,True,
U00349,Letícia Mendes,fonsecatheodoro@example.org,2024-02-05,True,
U00350,Sabrina Peixoto,maria-ceciliacaldeira@example.org,2025-01-15,True,
U00351,Lívia Pinto,cfarias@example.com,2024-02-27,False,2024-03-03
U00352,Catarina da Rosa,murilo75@example.org,2024-06-04,True,
U00353,Samuel Oliveira,ayllagarcia@example.com,2024-05-10,False,2025-01-12
U00354,Maria Clara Camargo,zoecirino@example.net,2025-03-30,True,
U00355,Ravi Santos,lunada-rocha@example.net,2025-02-20,False,2025-06-07
U00356,Sara Carvalho,rodrigo42@example.net,2023-08-28,True,
U00357,Pietro Peixoto,zpacheco@example.net,2024-05-29,False,2025-03-18
U00358,Sra. Ísis Andrade,stella91@example.org,2024-08-02,True,
U00359,Luiz Gustavo Cavalcante,nunesisabelly@example.com,2025-02-21,True,
U00360,Bianca Albuquerque,da-luzpedro-miguel@example.net,2025-03-15,True,
U00361,Hellena Machado,heloisa79@example.net,2025-02-04,True,
U00362,Luiz Felipe Alves,scaldeira@example.com,2024-07-28,True,
U00363,Danilo Siqueira,ceciliadas-neves@example.com,2025-06-19,True,
U00364,Vicente Mendes,maria-laura17@example.net,2024-06-23,True,
U00365,Luiza Azevedo,caio10@example.com,2024-12-27,True,
U00366,Enzo Sousa,pietracavalcanti@example.net,2024-11-19,True,
U00367,Dr. Ravi da Conceição,lpires@example.org,2023-11-07,True,
U00368,Marina Gonçalves,sousamiguel@example.com,2024-11-14,True,
U00369,Maria Julia Abreu,noahda-mota@example.net,2024-10-07,True,
U00370,Bella Nascimento,emanuellyduarte@example.org,2025-03-24,False,2025-04-05
U00371,João Rios,omoura@example.com,2024-06-25,True,
U00372,Maria Júlia Pastor,ferreiraclarice@example.com,2024-10-11,True,
U00373,Kaique Pimenta,rochajoao-felipe@example.com,2024-10-27,True,
U00374,Leandro Camargo,evelynsales@example.org,2023-10-05,True,
U00375,Mariah Peixoto,hadassalima@example.org,2024-08-05,True,
U00376,Zoe Sales,lucas-gabrielmendonca@example.com,2024-07-17,True,
U00377,Levi Machado,fogacaantony@example.com,2023-10-22,True,
U00378,Matheus Novais,rjesus@example.com,2023-10-19,True,
U00379,Sra. Rebeca Cavalcante,nunesbento@example.org,2024-05-23,True,
